Entity,Code,Date,Total confirmed cases ,,,,,
South Africa,ZAF,21-Apr-20,3300,,,,,
South Africa,ZAF,22-Apr-20,3465,,,,,
South Africa,ZAF,23-Apr-20,3635,,,,,
South Africa,ZAF,24-Apr-20,3953,,,,,
South Africa,ZAF,25-Apr-20,4220,,,,,
South Africa,ZAF,26-Apr-20,4361,,,,,
South Africa,ZAF,27-Apr-20,4546,,,,,
South Africa,ZAF,28-Apr-20,4793,,,,,
South Africa,ZAF,29-Apr-20,4996,,,,,
South America,,26-Feb-20,1,,,,,
South America,,27-Feb-20,1,,,,,
South America,,28-Feb-20,1,,,,,
South America,,29-Feb-20,1,,,,,
South America,,1-Mar-20,3,,,,,
South America,,2-Mar-20,8,,,,,
South America,,3-Mar-20,9,,,,,
South America,,4-Mar-20,11,,,,,
South America,,5-Mar-20,17,,,,,
South America,,6-Mar-20,27,,,,,
South America,,7-Mar-20,41,,,,,
South America,,8-Mar-20,43,,,,,
South America,,9-Mar-20,70,,,,,
South America,,10-Mar-20,78,,,,,
South America,,11-Mar-20,106,,,,,
South America,,12-Mar-20,144,,,,,
South America,,13-Mar-20,199,,,,,
South America,,14-Mar-20,270,,,,,
South America,,15-Mar-20,367,,,,,
South America,,16-Mar-20,530,,,,,
South America,,17-Mar-20,743,,,,,
South America,,18-Mar-20,975,,,,,
South America,,19-Mar-20,1319,,,,,
South America,,20-Mar-20,1813,,,,,
South America,,21-Mar-20,2532,,,,,
South America,,22-Mar-20,3173,,,,,
South America,,23-Mar-20,4084,,,,,
South America,,24-Mar-20,4932,,,,,
South America,,25-Mar-20,5748,,,,,
South America,,26-Mar-20,6732,,,,,
South America,,27-Mar-20,7755,,,,,
South America,,28-Mar-20,9018,,,,,
South America,,29-Mar-20,10206,,,,,
South America,,30-Mar-20,11249,,,,,
South America,,31-Mar-20,12355,,,,,
South America,,1-Apr-20,14365,,,,,
South America,,2-Apr-20,16851,,,,,
South America,,3-Apr-20,18926,,,,,
South America,,4-Apr-20,21072,,,,,
South America,,5-Apr-20,23337,,,,,
South America,,6-Apr-20,25459,,,,,
South America,,7-Apr-20,27306,,,,,
South America,,8-Apr-20,30233,,,,,
South America,,9-Apr-20,35147,,,,,
South America,,10-Apr-20,39220,,,,,
South America,,11-Apr-20,44730,,,,,
South America,,12-Apr-20,47727,,,,,
South America,,13-Apr-20,50529,,,,,
South America,,14-Apr-20,52363,,,,,
South America,,15-Apr-20,57799,,,,,
South America,,16-Apr-20,62844,,,,,
South America,,17-Apr-20,67164,,,,,
South America,,18-Apr-20,72484,,,,,
South America,,19-Apr-20,77770,,,,,
South America,,20-Apr-20,82200,,,,,
South America,,21-Apr-20,86222,,,,,
South America,,22-Apr-20,91166,,,,,
South America,,23-Apr-20,96596,,,,,
South America,,24-Apr-20,103255,,,,,
South America,,25-Apr-20,108442,,,,,
South America,,26-Apr-20,118900,,,,,
South America,,27-Apr-20,136807,,,,,
South America,,28-Apr-20,144130,,,,,
South America,,29-Apr-20,154106,,,,,
South Korea,KOR,20-Jan-20,1,,,,,
South Korea,KOR,21-Jan-20,1,,,,,
South Korea,KOR,22-Jan-20,1,,,,,
South Korea,KOR,23-Jan-20,1,,,,,
South Korea,KOR,24-Jan-20,2,,,,,
South Korea,KOR,25-Jan-20,2,,,,,
South Korea,KOR,26-Jan-20,3,,,,,
South Korea,KOR,27-Jan-20,4,,,,,
South Korea,KOR,28-Jan-20,4,,,,,
South Korea,KOR,29-Jan-20,4,,,,,
South Korea,KOR,30-Jan-20,4,,,,,
South Korea,KOR,31-Jan-20,7,,,,,
South Korea,KOR,1-Feb-20,12,,,,,
South Korea,KOR,2-Feb-20,15,,,,,
South Korea,KOR,3-Feb-20,15,,,,,
South Korea,KOR,4-Feb-20,16,,,,,
South Korea,KOR,5-Feb-20,18,,,,,
South Korea,KOR,6-Feb-20,23,,,,,
South Korea,KOR,7-Feb-20,24,,,,,
South Korea,KOR,8-Feb-20,24,,,,,
South Korea,KOR,9-Feb-20,25,,,,,
South Korea,KOR,10-Feb-20,27,,,,,
South Korea,KOR,11-Feb-20,28,,,,,
South Korea,KOR,12-Feb-20,28,,,,,
South Korea,KOR,13-Feb-20,28,,,,,
South Korea,KOR,14-Feb-20,28,,,,,
South Korea,KOR,15-Feb-20,28,,,,,
South Korea,KOR,16-Feb-20,29,,,,,
South Korea,KOR,17-Feb-20,30,,,,,
South Korea,KOR,18-Feb-20,31,,,,,
South Korea,KOR,19-Feb-20,46,,,,,
South Korea,KOR,20-Feb-20,80,,,,,
South Korea,KOR,21-Feb-20,155,,,,,
South Korea,KOR,22-Feb-20,345,,,,,
South Korea,KOR,23-Feb-20,601,,,,,
South Korea,KOR,24-Feb-20,762,,,,,
South Korea,KOR,25-Feb-20,892,,,,,
South Korea,KOR,26-Feb-20,1146,,,,,
South Korea,KOR,27-Feb-20,1595,,,,,
South Korea,KOR,28-Feb-20,2022,,,,,
South Korea,KOR,29-Feb-20,2931,,,,,
South Korea,KOR,1-Mar-20,3526,,,,,
South Korea,KOR,2-Mar-20,4212,,,,,
South Korea,KOR,3-Mar-20,4812,,,,,
South Korea,KOR,4-Mar-20,5328,,,,,
South Korea,KOR,5-Mar-20,5766,,,,,
South Korea,KOR,6-Mar-20,6284,,,,,
South Korea,KOR,7-Mar-20,6767,,,,,
South Korea,KOR,8-Mar-20,7134,,,,,
South Korea,KOR,9-Mar-20,7382,,,,,
South Korea,KOR,10-Mar-20,7513,,,,,
South Korea,KOR,11-Mar-20,7755,,,,,
South Korea,KOR,12-Mar-20,7869,,,,,
South Korea,KOR,13-Mar-20,7979,,,,,
South Korea,KOR,14-Mar-20,8086,,,,,
South Korea,KOR,15-Mar-20,8162,,,,,
South Korea,KOR,16-Mar-20,8236,,,,,
South Korea,KOR,17-Mar-20,8320,,,,,
South Korea,KOR,18-Mar-20,8413,,,,,
South Korea,KOR,19-Mar-20,8565,,,,,
South Korea,KOR,20-Mar-20,8652,,,,,
South Korea,KOR,21-Mar-20,8799,,,,,
South Korea,KOR,22-Mar-20,8897,,,,,
South Korea,KOR,23-Mar-20,8961,,,,,
South Korea,KOR,24-Mar-20,9037,,,,,
South Korea,KOR,25-Mar-20,9137,,,,,
South Korea,KOR,26-Mar-20,9241,,,,,
South Korea,KOR,27-Mar-20,9332,,,,,
South Korea,KOR,28-Mar-20,9478,,,,,
South Korea,KOR,29-Mar-20,9583,,,,,
South Korea,KOR,30-Mar-20,9661,,,,,
South Korea,KOR,31-Mar-20,9786,,,,,
South Korea,KOR,1-Apr-20,9786,,,,,
South Korea,KOR,2-Apr-20,9976,,,,,
South Korea,KOR,3-Apr-20,10062,,,,,
South Korea,KOR,4-Apr-20,10156,,,,,
South Korea,KOR,5-Apr-20,10237,,,,,
South Korea,KOR,6-Apr-20,10284,,,,,
South Korea,KOR,7-Apr-20,10331,,,,,
South Korea,KOR,8-Apr-20,10384,,,,,
South Korea,KOR,9-Apr-20,10423,,,,,
South Korea,KOR,10-Apr-20,10450,,,,,
South Korea,KOR,11-Apr-20,10450,,,,,
South Korea,KOR,12-Apr-20,10512,,,,,
South Korea,KOR,13-Apr-20,10537,,,,,
South Korea,KOR,14-Apr-20,10564,,,,,
South Korea,KOR,15-Apr-20,10591,,,,,
South Korea,KOR,16-Apr-20,10613,,,,,
South Korea,KOR,17-Apr-20,10635,,,,,
South Korea,KOR,18-Apr-20,10653,,,,,
South Korea,KOR,19-Apr-20,10661,,,,,
South Korea,KOR,20-Apr-20,10674,,,,,
South Korea,KOR,21-Apr-20,10683,,,,,
South Korea,KOR,22-Apr-20,10694,,,,,
South Korea,KOR,23-Apr-20,10702,,,,,
South Korea,KOR,24-Apr-20,10708,,,,,
South Korea,KOR,25-Apr-20,10718,,,,,
South Korea,KOR,26-Apr-20,10728,,,,,
South Korea,KOR,27-Apr-20,10738,,,,,
South Korea,KOR,28-Apr-20,10752,,,,,
South Korea,KOR,29-Apr-20,10761,,,,,
South Sudan,SSD,6-Apr-20,1,,,,,
South Sudan,SSD,7-Apr-20,1,,,,,
South Sudan,SSD,8-Apr-20,1,,,,,
South Sudan,SSD,9-Apr-20,2,,,,,
South Sudan,SSD,10-Apr-20,2,,,,,
South Sudan,SSD,11-Apr-20,3,,,,,
South Sudan,SSD,12-Apr-20,4,,,,,
South Sudan,SSD,13-Apr-20,4,,,,,
South Sudan,SSD,14-Apr-20,4,,,,,
South Sudan,SSD,15-Apr-20,4,,,,,
South Sudan,SSD,16-Apr-20,4,,,,,
South Sudan,SSD,17-Apr-20,4,,,,,
South Sudan,SSD,18-Apr-20,4,,,,,
South Sudan,SSD,19-Apr-20,4,,,,,
South Sudan,SSD,20-Apr-20,4,,,,,
South Sudan,SSD,21-Apr-20,4,,,,,
South Sudan,SSD,22-Apr-20,4,,,,,
South Sudan,SSD,23-Apr-20,4,,,,,
South Sudan,SSD,24-Apr-20,4,,,,,
South Sudan,SSD,25-Apr-20,5,,,,,
South Sudan,SSD,26-Apr-20,5,,,,,
South Sudan,SSD,27-Apr-20,6,,,,,
South Sudan,SSD,28-Apr-20,6,,,,,
South Sudan,SSD,29-Apr-20,34,,,,,
Spain,ESP,1-Feb-20,1,,,,,
Spain,ESP,2-Feb-20,1,,,,,
Spain,ESP,3-Feb-20,1,,,,,
Spain,ESP,4-Feb-20,1,,,,,
Spain,ESP,5-Feb-20,1,,,,,
Spain,ESP,6-Feb-20,1,,,,,
Spain,ESP,7-Feb-20,1,,,,,
Spain,ESP,8-Feb-20,1,,,,,
Spain,ESP,9-Feb-20,1,,,,,
Spain,ESP,10-Feb-20,2,,,,,
Spain,ESP,11-Feb-20,2,,,,,
Spain,ESP,12-Feb-20,2,,,,,
Spain,ESP,13-Feb-20,2,,,,,
Spain,ESP,14-Feb-20,2,,,,,
Spain,ESP,15-Feb-20,2,,,,,
Spain,ESP,16-Feb-20,2,,,,,
Spain,ESP,17-Feb-20,2,,,,,
Spain,ESP,18-Feb-20,2,,,,,
Spain,ESP,19-Feb-20,2,,,,,
Spain,ESP,20-Feb-20,2,,,,,
Spain,ESP,21-Feb-20,2,,,,,
Spain,ESP,22-Feb-20,2,,,,,
Spain,ESP,23-Feb-20,2,,,,,
Spain,ESP,24-Feb-20,2,,,,,
Spain,ESP,25-Feb-20,3,,,,,
Spain,ESP,26-Feb-20,7,,,,,
Spain,ESP,27-Feb-20,12,,,,,
Spain,ESP,28-Feb-20,25,,,,,
Spain,ESP,29-Feb-20,34,,,,,
Spain,ESP,1-Mar-20,66,,,,,
Spain,ESP,2-Mar-20,83,,,,,
Spain,ESP,3-Mar-20,114,,,,,
Spain,ESP,4-Mar-20,151,,,,,
Spain,ESP,5-Mar-20,200,,,,,
Spain,ESP,6-Mar-20,261,,,,,
Spain,ESP,7-Mar-20,374,,,,,
Spain,ESP,8-Mar-20,430,,,,,
Spain,ESP,9-Mar-20,589,,,,,
Spain,ESP,10-Mar-20,1204,,,,,
Spain,ESP,11-Mar-20,1639,,,,,
Spain,ESP,12-Mar-20,2140,,,,,
Spain,ESP,13-Mar-20,3004,,,,,
Spain,ESP,14-Mar-20,4231,,,,,
Spain,ESP,15-Mar-20,5753,,,,,
Spain,ESP,16-Mar-20,7753,,,,,
Spain,ESP,17-Mar-20,9191,,,,,
Spain,ESP,18-Mar-20,11178,,,,,
Spain,ESP,19-Mar-20,13716,,,,,
Spain,ESP,20-Mar-20,17147,,,,,
Spain,ESP,21-Mar-20,19980,,,,,
Spain,ESP,22-Mar-20,24926,,,,,
Spain,ESP,23-Mar-20,28572,,,,,
Spain,ESP,24-Mar-20,33089,,,,,
Spain,ESP,25-Mar-20,39673,,,,,
Spain,ESP,26-Mar-20,47610,,,,,
Spain,ESP,27-Mar-20,56188,,,,,
Spain,ESP,28-Mar-20,64059,,,,,
Spain,ESP,29-Mar-20,72248,,,,,
Spain,ESP,30-Mar-20,78797,,,,,
Spain,ESP,31-Mar-20,85195,,,,,
Spain,ESP,1-Apr-20,94417,,,,,
Spain,ESP,2-Apr-20,102136,,,,,
Spain,ESP,3-Apr-20,110238,,,,,
Spain,ESP,4-Apr-20,117710,,,,,
Spain,ESP,5-Apr-20,124736,,,,,
Spain,ESP,6-Apr-20,130759,,,,,
Spain,ESP,7-Apr-20,135032,,,,,
Spain,ESP,8-Apr-20,140510,,,,,
Spain,ESP,9-Apr-20,146690,,,,,
Spain,ESP,10-Apr-20,152446,,,,,
Spain,ESP,11-Apr-20,157022,,,,,
Spain,ESP,12-Apr-20,161852,,,,,
Spain,ESP,13-Apr-20,166019,,,,,
Spain,ESP,14-Apr-20,169496,,,,,
Spain,ESP,15-Apr-20,177464,,,,,
Spain,ESP,16-Apr-20,181504,,,,,
Spain,ESP,17-Apr-20,185904,,,,,
Spain,ESP,18-Apr-20,190008,,,,,
Spain,ESP,19-Apr-20,188578,,,,,
Spain,ESP,20-Apr-20,191163,,,,,
Spain,ESP,21-Apr-20,194515,,,,,
Spain,ESP,22-Apr-20,197142,,,,,
Spain,ESP,23-Apr-20,200194,,,,,
Spain,ESP,24-Apr-20,202961,,,,,
Spain,ESP,25-Apr-20,205905,,,,,
Spain,ESP,26-Apr-20,207634,,,,,
Spain,ESP,27-Apr-20,209465,,,,,
Spain,ESP,28-Apr-20,210773,,,,,
Sri Lanka,LKA,28-Jan-20,1,,,,,
Sri Lanka,LKA,29-Jan-20,1,,,,,
Sri Lanka,LKA,30-Jan-20,1,,,,,
Sri Lanka,LKA,31-Jan-20,1,,,,,
Sri Lanka,LKA,1-Feb-20,1,,,,,
Sri Lanka,LKA,2-Feb-20,1,,,,,
Sri Lanka,LKA,3-Feb-20,1,,,,,
Sri Lanka,LKA,4-Feb-20,1,,,,,
Sri Lanka,LKA,5-Feb-20,1,,,,,
Sri Lanka,LKA,6-Feb-20,1,,,,,
Sri Lanka,LKA,7-Feb-20,1,,,,,
Sri Lanka,LKA,8-Feb-20,1,,,,,
Sri Lanka,LKA,9-Feb-20,1,,,,,
Sri Lanka,LKA,10-Feb-20,1,,,,,
Sri Lanka,LKA,11-Feb-20,1,,,,,
Sri Lanka,LKA,12-Feb-20,1,,,,,
Sri Lanka,LKA,13-Feb-20,1,,,,,
Sri Lanka,LKA,14-Feb-20,1,,,,,
Sri Lanka,LKA,15-Feb-20,1,,,,,
Sri Lanka,LKA,16-Feb-20,1,,,,,
Sri Lanka,LKA,17-Feb-20,1,,,,,
Sri Lanka,LKA,18-Feb-20,1,,,,,
Sri Lanka,LKA,19-Feb-20,1,,,,,
Sri Lanka,LKA,20-Feb-20,1,,,,,
Sri Lanka,LKA,21-Feb-20,1,,,,,
Sri Lanka,LKA,22-Feb-20,1,,,,,
Sri Lanka,LKA,23-Feb-20,1,,,,,
Sri Lanka,LKA,24-Feb-20,1,,,,,
Sri Lanka,LKA,25-Feb-20,1,,,,,
Sri Lanka,LKA,26-Feb-20,1,,,,,
Sri Lanka,LKA,27-Feb-20,1,,,,,
Sri Lanka,LKA,28-Feb-20,1,,,,,
Sri Lanka,LKA,29-Feb-20,1,,,,,
Sri Lanka,LKA,1-Mar-20,1,,,,,
Sri Lanka,LKA,2-Mar-20,1,,,,,
Sri Lanka,LKA,12-Mar-20,2,,,,,
Sri Lanka,LKA,13-Mar-20,3,,,,,
Sri Lanka,LKA,14-Mar-20,6,,,,,
Sri Lanka,LKA,15-Mar-20,11,,,,,
Sri Lanka,LKA,16-Mar-20,19,,,,,
Sri Lanka,LKA,17-Mar-20,29,,,,,
Sri Lanka,LKA,18-Mar-20,42,,,,,
Sri Lanka,LKA,19-Mar-20,42,,,,,
Sri Lanka,LKA,20-Mar-20,53,,,,,
Sri Lanka,LKA,21-Mar-20,66,,,,,
Sri Lanka,LKA,22-Mar-20,78,,,,,
Sri Lanka,LKA,23-Mar-20,87,,,,,
Sri Lanka,LKA,24-Mar-20,97,,,,,
Sri Lanka,LKA,25-Mar-20,102,,,,,
Sri Lanka,LKA,26-Mar-20,102,,,,,
Sri Lanka,LKA,27-Mar-20,106,,,,,
Sri Lanka,LKA,28-Mar-20,106,,,,,
Sri Lanka,LKA,29-Mar-20,115,,,,,
Sri Lanka,LKA,30-Mar-20,120,,,,,
Sri Lanka,LKA,31-Mar-20,120,,,,,
Sri Lanka,LKA,1-Apr-20,122,,,,,
Sri Lanka,LKA,2-Apr-20,143,,,,,
Sri Lanka,LKA,3-Apr-20,148,,,,,
Sri Lanka,LKA,4-Apr-20,151,,,,,
Sri Lanka,LKA,5-Apr-20,159,,,,,
Sri Lanka,LKA,6-Apr-20,166,,,,,
Sri Lanka,LKA,7-Apr-20,178,,,,,
Sri Lanka,LKA,8-Apr-20,185,,,,,
Sri Lanka,LKA,9-Apr-20,189,,,,,
Sri Lanka,LKA,10-Apr-20,190,,,,,
Sri Lanka,LKA,11-Apr-20,197,,,,,
Sri Lanka,LKA,12-Apr-20,199,,,,,
Sri Lanka,LKA,13-Apr-20,210,,,,,
Sri Lanka,LKA,14-Apr-20,218,,,,,
Sri Lanka,LKA,15-Apr-20,233,,,,,
Sri Lanka,LKA,16-Apr-20,237,,,,,
Sri Lanka,LKA,17-Apr-20,238,,,,,
Sri Lanka,LKA,18-Apr-20,244,,,,,
Sri Lanka,LKA,19-Apr-20,254,,,,,
Sri Lanka,LKA,20-Apr-20,295,,,,,
Sri Lanka,LKA,21-Apr-20,304,,,,,
Sri Lanka,LKA,22-Apr-20,310,,,,,
Sri Lanka,LKA,23-Apr-20,330,,,,,
Sri Lanka,LKA,24-Apr-20,368,,,,,
Sri Lanka,LKA,25-Apr-20,420,,,,,
Sri Lanka,LKA,26-Apr-20,462,,,,,
Sri Lanka,LKA,27-Apr-20,523,,,,,
Sri Lanka,LKA,28-Apr-20,588,,,,,
Sri Lanka,LKA,29-Apr-20,619,,,,,
Sudan,SDN,14-Mar-20,1,,,,,
Sudan,SDN,15-Mar-20,1,,,,,
Sudan,SDN,16-Mar-20,1,,,,,
Sudan,SDN,17-Mar-20,1,,,,,
Sudan,SDN,18-Mar-20,1,,,,,
Sudan,SDN,19-Mar-20,2,,,,,
Sudan,SDN,20-Mar-20,2,,,,,
Sudan,SDN,21-Mar-20,2,,,,,
Sudan,SDN,22-Mar-20,2,,,,,
Sudan,SDN,23-Mar-20,2,,,,,
Sudan,SDN,24-Mar-20,2,,,,,
Sudan,SDN,25-Mar-20,3,,,,,
Sudan,SDN,26-Mar-20,3,,,,,
Sudan,SDN,27-Mar-20,3,,,,,
Sudan,SDN,28-Mar-20,3,,,,,
Sudan,SDN,29-Mar-20,5,,,,,
Sudan,SDN,30-Mar-20,5,,,,,
Sudan,SDN,31-Mar-20,6,,,,,
Sudan,SDN,1-Apr-20,7,,,,,
Sudan,SDN,2-Apr-20,7,,,,,
Sudan,SDN,3-Apr-20,7,,,,,
Sudan,SDN,4-Apr-20,7,,,,,
Sudan,SDN,5-Apr-20,10,,,,,
Sudan,SDN,6-Apr-20,12,,,,,
Sudan,SDN,7-Apr-20,12,,,,,
Sudan,SDN,8-Apr-20,14,,,,,
Sudan,SDN,9-Apr-20,14,,,,,
Sudan,SDN,10-Apr-20,14,,,,,
Sudan,SDN,11-Apr-20,15,,,,,
Sudan,SDN,12-Apr-20,19,,,,,
Sudan,SDN,13-Apr-20,19,,,,,
Sudan,SDN,14-Apr-20,29,,,,,
Sudan,SDN,15-Apr-20,32,,,,,
Sudan,SDN,16-Apr-20,32,,,,,
Sudan,SDN,17-Apr-20,32,,,,,
Sudan,SDN,18-Apr-20,32,,,,,
Sudan,SDN,19-Apr-20,66,,,,,
Sudan,SDN,20-Apr-20,66,,,,,
Sudan,SDN,21-Apr-20,92,,,,,
Sudan,SDN,22-Apr-20,107,,,,,
Sudan,SDN,23-Apr-20,140,,,,,
Sudan,SDN,24-Apr-20,162,,,,,
Sudan,SDN,25-Apr-20,174,,,,,
Sudan,SDN,26-Apr-20,213,,,,,
Sudan,SDN,27-Apr-20,237,,,,,
Sudan,SDN,28-Apr-20,275,,,,,
Sudan,SDN,29-Apr-20,318,,,,,
Suriname,SUR,15-Mar-20,1,,,,,
Suriname,SUR,21-Mar-20,1,,,,,
Suriname,SUR,22-Mar-20,5,,,,,
Suriname,SUR,23-Mar-20,5,,,,,
Suriname,SUR,24-Mar-20,6,,,,,
Suriname,SUR,25-Mar-20,8,,,,,
Suriname,SUR,26-Mar-20,8,,,,,
Suriname,SUR,27-Mar-20,8,,,,,
Suriname,SUR,28-Mar-20,8,,,,,
Suriname,SUR,29-Mar-20,8,,,,,
Suriname,SUR,30-Mar-20,8,,,,,
Suriname,SUR,31-Mar-20,8,,,,,
Suriname,SUR,1-Apr-20,10,,,,,
Suriname,SUR,2-Apr-20,10,,,,,
Suriname,SUR,3-Apr-20,10,,,,,
Suriname,SUR,4-Apr-20,10,,,,,
Suriname,SUR,5-Apr-20,10,,,,,
Suriname,SUR,6-Apr-20,10,,,,,
Suriname,SUR,7-Apr-20,10,,,,,
Suriname,SUR,8-Apr-20,10,,,,,
Suriname,SUR,9-Apr-20,10,,,,,
Suriname,SUR,10-Apr-20,10,,,,,
Suriname,SUR,11-Apr-20,10,,,,,
Suriname,SUR,12-Apr-20,10,,,,,
Suriname,SUR,13-Apr-20,10,,,,,
Suriname,SUR,14-Apr-20,10,,,,,
Suriname,SUR,15-Apr-20,10,,,,,
Suriname,SUR,16-Apr-20,10,,,,,
Suriname,SUR,17-Apr-20,10,,,,,
Suriname,SUR,18-Apr-20,10,,,,,
Suriname,SUR,19-Apr-20,10,,,,,
Suriname,SUR,20-Apr-20,10,,,,,
Suriname,SUR,21-Apr-20,10,,,,,
Suriname,SUR,22-Apr-20,10,,,,,
Suriname,SUR,23-Apr-20,10,,,,,
Suriname,SUR,24-Apr-20,10,,,,,
Suriname,SUR,25-Apr-20,10,,,,,
Suriname,SUR,26-Apr-20,10,,,,,
Suriname,SUR,27-Apr-20,10,,,,,
Suriname,SUR,28-Apr-20,10,,,,,
Suriname,SUR,29-Apr-20,10,,,,,
Swaziland,SWZ,15-Mar-20,1,,,,,
Swaziland,SWZ,16-Mar-20,1,,,,,
Swaziland,SWZ,17-Mar-20,1,,,,,
Swaziland,SWZ,18-Mar-20,1,,,,,
Swaziland,SWZ,19-Mar-20,1,,,,,
Swaziland,SWZ,20-Mar-20,1,,,,,
Swaziland,SWZ,21-Mar-20,1,,,,,
Swaziland,SWZ,22-Mar-20,1,,,,,
Swaziland,SWZ,23-Mar-20,4,,,,,
Swaziland,SWZ,24-Mar-20,4,,,,,
Swaziland,SWZ,25-Mar-20,4,,,,,
Swaziland,SWZ,26-Mar-20,4,,,,,
Swaziland,SWZ,27-Mar-20,6,,,,,
Swaziland,SWZ,28-Mar-20,9,,,,,
Swaziland,SWZ,29-Mar-20,9,,,,,
Swaziland,SWZ,30-Mar-20,9,,,,,
Swaziland,SWZ,31-Mar-20,9,,,,,
Swaziland,SWZ,1-Apr-20,9,,,,,
Swaziland,SWZ,2-Apr-20,9,,,,,
Swaziland,SWZ,3-Apr-20,9,,,,,
Swaziland,SWZ,4-Apr-20,9,,,,,
Swaziland,SWZ,5-Apr-20,9,,,,,
Swaziland,SWZ,6-Apr-20,9,,,,,
Swaziland,SWZ,7-Apr-20,10,,,,,
Swaziland,SWZ,8-Apr-20,10,,,,,
Swaziland,SWZ,9-Apr-20,12,,,,,
Swaziland,SWZ,10-Apr-20,12,,,,,
Swaziland,SWZ,11-Apr-20,12,,,,,
Swaziland,SWZ,12-Apr-20,14,,,,,
Swaziland,SWZ,13-Apr-20,14,,,,,
Swaziland,SWZ,14-Apr-20,15,,,,,
Swaziland,SWZ,15-Apr-20,15,,,,,
Swaziland,SWZ,16-Apr-20,16,,,,,
Swaziland,SWZ,17-Apr-20,16,,,,,
Swaziland,SWZ,18-Apr-20,19,,,,,
Swaziland,SWZ,19-Apr-20,19,,,,,
Swaziland,SWZ,20-Apr-20,22,,,,,
Swaziland,SWZ,21-Apr-20,24,,,,,
Swaziland,SWZ,22-Apr-20,24,,,,,
Swaziland,SWZ,23-Apr-20,31,,,,,
Swaziland,SWZ,24-Apr-20,32,,,,,
Swaziland,SWZ,25-Apr-20,40,,,,,
Swaziland,SWZ,26-Apr-20,40,,,,,
Swaziland,SWZ,27-Apr-20,59,,,,,
Swaziland,SWZ,28-Apr-20,65,,,,,
Swaziland,SWZ,29-Apr-20,71,,,,,
Sweden,SWE,1-Feb-20,1,,,,,
Sweden,SWE,2-Feb-20,1,,,,,
Sweden,SWE,3-Feb-20,1,,,,,
Sweden,SWE,4-Feb-20,1,,,,,
Sweden,SWE,5-Feb-20,1,,,,,
Sweden,SWE,6-Feb-20,1,,,,,
Sweden,SWE,7-Feb-20,1,,,,,
Sweden,SWE,8-Feb-20,1,,,,,
Sweden,SWE,9-Feb-20,1,,,,,
Sweden,SWE,10-Feb-20,1,,,,,
Sweden,SWE,11-Feb-20,1,,,,,
Sweden,SWE,12-Feb-20,1,,,,,
Sweden,SWE,13-Feb-20,1,,,,,
Sweden,SWE,14-Feb-20,1,,,,,
Sweden,SWE,15-Feb-20,1,,,,,
Sweden,SWE,16-Feb-20,1,,,,,
Sweden,SWE,17-Feb-20,1,,,,,
Sweden,SWE,18-Feb-20,1,,,,,
Sweden,SWE,19-Feb-20,1,,,,,
Sweden,SWE,20-Feb-20,1,,,,,
Sweden,SWE,21-Feb-20,1,,,,,
Sweden,SWE,22-Feb-20,1,,,,,
Sweden,SWE,23-Feb-20,1,,,,,
Sweden,SWE,24-Feb-20,1,,,,,
Sweden,SWE,25-Feb-20,1,,,,,
Sweden,SWE,26-Feb-20,1,,,,,
Sweden,SWE,27-Feb-20,2,,,,,
Sweden,SWE,28-Feb-20,7,,,,,
Sweden,SWE,29-Feb-20,12,,,,,
Sweden,SWE,1-Mar-20,13,,,,,
Sweden,SWE,2-Mar-20,14,,,,,
Sweden,SWE,3-Mar-20,15,,,,,
Sweden,SWE,4-Mar-20,24,,,,,
Sweden,SWE,5-Mar-20,35,,,,,
Sweden,SWE,6-Mar-20,61,,,,,
Sweden,SWE,7-Mar-20,137,,,,,
Sweden,SWE,8-Mar-20,161,,,,,
